gvkey,conm,ticker,industry,latest_observed_date,risk_horizon,pred_risk_2026
045412,RAPPORT THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00031290803744923326
038870,CORE & MAIN INC,,Wholesale - Durable Goods,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
274536,COSAN SA,,Wholesale - Nondurable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
037412,OLEMA PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
045445,LANDBRIDGE CO LLC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
111873,RH,,Furniture & Home Stores,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
176260,MELCO RESORTS & ENTERTAINMEN,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
018683,SCIENCE APPLICATIONS INTL CP,,Business Services & Software,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
036951,GRANITE RIDGE RESOURCES INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
182309,ORUKA THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
165264,FIDELITY NATIONAL FINANCIAL,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
295786,CNH INDUSTRIAL NV,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
036383,NEXT TECHNOLOGY HOLDING INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
035182,CROWDSTRIKE HOLDINGS INC,,Business Services & Software,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
186773,SUNCOKE ENERGY INC,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
036722,ROCKET COS INC,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
033152,DROPBOX INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
038916,SOFI TECHNOLOGIES INC,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
186392,UNITED PARKS & RESORTS INC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
038845,BLUE OWL CAPITAL INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
038834,LIFESTAN HLTH GRP INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
179087,TEEKAY TANKERS LTD,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
033435,INSPIRE MEDICAL SYSTEM,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
258869,TRI POINTE HOMES INC,,Building Construction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
033449,USA COMPRESSION PRTNRS LP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
184470,CRICUT INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
039676,IHS HOLDING LIMITED,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
043091,APOGEE THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
174744,EVERCORE INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
178081,MERCADOLIBRE INC,,Misc Retail,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
038936,MISTER CAR WASH INC,,Auto Repair & Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
043849,PALMER SQUARE CAPTAL BDC INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
018888,AMNEAL PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
140988,TRINET GROUP INC,,Engineering & Management Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
005234,GOODYEAR TIRE & RUBBER CO,,Rubber & Plastics,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
160785,PURSUIT ATTRC AND HSPTLY INC,,Hotels & Lodging,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
012181,REPLIGEN CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
101276,STELLANTIS NV,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
017341,ARTESIAN RESOURCES  -CL A,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
005072,ALLY FINANCIAL INC,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
017653,ADMA BIOLOGICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
004367,WEATHERFORD INTL PLC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
010999,UNITIL CORP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
026721,BROOKFIELD BUSINESS CORP,,Nonclassifiable,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
035882,BROOKFIELD INFRASTRCTR,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
026749,HERC HOLDINGS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
015782,PRUDENTIAL PLC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
061655,NOVAVAX INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
066246,IDAHO STRTEGIC RESOURCES INC,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
126056,KRATOS DEFENSE & SECURITY,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
007762,NATIONAL PRESTO INDS INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
124434,BLACKROCK INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
018289,ARDMORE SHIPPING CORP,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
016486,BOISE CASCADE CO,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
133768,METLIFE INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
062374,IRON MOUNTAIN INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
142337,NORTHERN OIL & GAS INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
003708,WENDY'S CO,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
003592,ONEMAIN HOLDINGS INC,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
026361,RED ROCK RESORTS INC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
026061,MATCH GROUP INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
149177,NEXSTAR MEDIA GROUP,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
145552,CENTENE CORP,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
001104,ACME UNITED CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
029837,BIOCRYST PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
164755,CROCS INC,,Rubber & Plastics,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
002002,POPULAR INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
041799,BKV CORP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
164660,CLEAR CHANNEL OUTDOOR HLDGS,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
163930,GENCO SHIPPING & TRADING,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
006733,BATH & BODY WORKS INC,,Misc Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
016113,ARTISAN PARTNERS ASSET MGMT,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
005518,HASBRO INC,,Misc Manufacturing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
024861,PLANET FITNESS INC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
029449,UFP TECHNOLOGIES INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
021238,VICOR CORP,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
023238,ETSY INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
030075,VERMILION ENERGY INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
028216,REINSURANCE GROUP AMER INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
020473,WESTLAKE CHEMICAL PRTNRS LP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
133289,SUN LIFE FINANCIAL INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
041420,M-TRON INDUSTRIES INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
022741,CHEMOURS CO,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
020412,ARES MANAGEMENT CORP,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
021352,AVANOS MEDICAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
028322,HEALTHCARE REALTY TRUST INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
023843,WINGSTOP INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
063422,LAMAR ADVERTISING CO  -CL A,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
023077,UNITI GROUP INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
019998,MEDPACE HOLDINGS INC,,Engineering & Management Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
023714,COMMUNITY HEALTH SYSTEMS INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
024293,KAISER ALUMINUM CORP,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0003071160987019539
033657,TECTONIC THERAPEUTIC INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00028372755041345955
037035,IMMUNOME INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0002705115097342059
275108,JBS NV,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0002699492499232292
023753,DORMAN PRODUCTS INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0002680965233594179
005643,HILTON WORLDWIDE HOLDINGS,,Hotels & Lodging,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0002680965233594179
043585,HAMILTON INSURANCE GROUP LTD,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0002680965233594179
174236,SELECT MEDICAL HOLDINGS CORP,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0002680965233594179
160211,DOMINO'S PIZZA INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
045238,PACS GROUP INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
179741,KKR & CO INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
008606,PITNEY BOWES INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
192255,ACADIA HEALTHCARE CO INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
160549,LIBERTY GLOBAL LTD,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
002497,MASTEC INC,,Heavy Construction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
174134,PTC THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
023432,VIRTU FINANCIAL INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
021833,HESS MIDSTREAM LP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
040614,CONSTELLATION ENE CORP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
186139,CVR PARTNERS LP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
025180,AGCO CORP,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
020235,DNOW INC,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
004608,FEDERAL SIGNAL CORP,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
126423,ONTO INNOVATION INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
004818,FLUOR CORP,,Heavy Construction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
006821,LOUISIANA-PACIFIC CORP,,Lumber & Wood,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
013714,PARAMOUNT SKYDANCE CORP,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
004045,DORCHESTER MINERALS  -LP,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00026455025654286145
141846,ACADIA PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00021311079326551406
175269,CELSIUS HOLDINGS INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
009899,AT&T INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
010789,TYLER TECHNOLOGIES INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
178519,LPL FINANCIAL HOLDINGS INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
016608,WHITEHORSE FINANCE INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
014172,FULTON FINANCIAL CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
014639,NEW ENGLAND REALTY ASSC  -LP,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
186310,HUNTINGTON INGALLS IND INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
041059,ESAB CORP,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
036191,CARRIER GLOBAL CORP,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
185824,BANKUNITED INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
014828,OLD REPUBLIC INTL CORP,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00014488701126538217
038375,OKLO INC,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0001228927867487073
007866,NEW YORK TIMES CO  -CL A,,Printing & Publishing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
064766,RAMBUS INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
021799,VICTORY CPTL HLDGS INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
039800,IONQ INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
015153,FEDERAL AGRICULTURE MTG CP,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
063186,QIAGEN NV,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
007241,CVS HEALTH CORP,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
183822,ARMOUR RESIDENTIAL REIT INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
014027,CLEAN HARBORS INC,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
196268,YELP INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
003429,CTO REALTY GROWTH INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
024617,OLD DOMINION FREIGHT,,Trucking & Warehousing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
029052,LXP INDUSTRIAL TRUST,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
155458,GRANITE REAL ESTATE INVEST,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
065886,AFFILIATED MANAGERS GRP INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
009317,SEI INVESTMENTS CO,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
043197,VERALTO CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
039964,CHICAGO ATLANTIC REA E F INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
005870,IDACORP INC,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
039749,VITA COCO COMPANY INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
064389,SILGAN HOLDINGS INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
009783,KEYCORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
033186,BILIBILI INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
009882,SOUTHWEST AIRLINES,,Air Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
043862,AMER SPORTS INC,,Apparel,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.525320783723145e-05
013971,METHANEX CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
020430,SLM CORP,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
004060,DUPONT DE NEMOURS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
014605,WPP PLC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
136684,BROOKFIELD RENEWABLE PRTS LP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
036133,CRESCENT CAPITAL BDC INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
039293,ROBINHOOD MARKETS INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
149318,WYNN RESORTS LTD,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
036204,ENLIVEN THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
002448,MATERION CORP,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
027706,INTERNATIONAL SEAWAYS INC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
181931,CLEARWATER PAPER CORP,,Paper & Allied Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
030059,AMERN EAGLE OUTFITTERS INC,,Apparel Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
145701,PRINCIPAL FINANCIAL GRP INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
180083,GRAND CANYON EDUCATION INC,,Educational Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
018468,PLAINS GP HOLDINGS LP,,Wholesale - Nondurable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
025893,SITEONE LANDSCAPE SUPPLY INC,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
012441,GARTNER INC,,Engineering & Management Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
039122,DUOLINGO INC,,Educational Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
006435,KIMBERLY-CLARK CORP,,Paper & Allied Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
027394,PARK HOTELS & RESORTS,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
039310,VICTORIAS SECRET AND CO,,Apparel Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
022134,AXALTA COATING SYSTEMS LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
034749,COINBASE GLOBAL INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
061302,ARCH CAPITAL GROUP LTD,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
126296,EXPEDIA GROUP INC,,Transportation Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
035793,ALPINE INCOME PROPERTY TRUST,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
177227,INSULET CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
177287,JAZZ PHARMACEUTICALS PLC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
004115,DYCOM INDUSTRIES INC,,Heavy Construction,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
294524,LYONDELLBASELL INDUSTRIES,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),9.259259095415474e-05
